"ID","Address","Latitude","Longitude","IsAStudio","Beds","Baths","Size","SizeUnit","LotSize","LotSizeUnit","BuiltInYear"
15093745,"591 27th Ave, San Francisco, CA",37778299,-122486969,False,2.0,1.0,900.0,"sqft",1760.0,"sqft",1915.0
15069628,"47-49 Casa Way, San Francisco, CA",37805371,-122439029,False,3.0,"",3905.0,"sqft",2748.0,"sqft",1939.0
15185003,"283 Bemis St, San Francisco, CA",37735807,-122432190,False,4.0,3.0,2020.0,"sqft",2500.0,"sqft",1938.0
80738981,"400 Beale St APT 1308, San Francisco, CA",37786910,-122390925,False,1.0,1.0,680.0,"sqft","","",2002.0
15186444,"80 Danton St, San Francisco, CA",37731080,-122432626,False,3.0,3.0,2000.0,"sqft",2500.0,"sqft",1906.0
2100831589,"181 Noe St, San Francisco, CA",37766201,-122433226,False,3.0,1.0,"","","","",""
15124603,"2627 45th Ave, San Francisco, CA",37737526,-122503577,False,3.0,2.0,1400.0,"sqft",2996.0,"sqft",1937.0
15148821,"354-358 Utah St, San Francisco, CA",37765066,-122406787,False,5.0,3.0,4350.0,"sqft",2500.0,"sqft",1908.0
15131253,"333 Dellbrook Ave, San Francisco, CA",37752037,-122452846,False,2.0,1.0,1054.0,"sqft",4412.0,"sqft",1957.0
15188851,"154 Tara St, San Francisco, CA",37720786,-122449193,False,4.0,3.0,1100.0,"sqft",2600.0,"sqft",1940.0
15170571,"182 Prague St, San Francisco, CA",37719320,-122427198,False,2.0,1.0,1125.0,"sqft",1742.0,"sqft",1930.0
15066201,"1101 Green St # 303, San Francisco, CA",37798234,-122417394,False,2.0,1.0,1003.0,"sqft","","",1930.0
15151407,"1052 Rhode Island St, San Francisco, CA",37756432,-122402082,False,"",1.0,1080.0,"sqft",2495.0,"sqft",1927.0
15172689,"1015 Goettingen St, San Francisco, CA",37719474,-122403272,False,3.0,2.0,1500.0,"sqft",1751.0,"sqft",1954.0
15133540,"15 Teresita Blvd APT 14, San Francisco, CA",37745036,-122451740,False,2.0,2.0,886.0,"sqft","","",1990.0
15193738,"400 Head St, San Francisco, CA",37714440,-122464169,False,2.0,1.0,1162.0,"sqft",1742.0,"sqft",1946.0
80732028,"83 Lafayette St APT 4, San Francisco, CA",37772805,-122416538,False,1.0,1.0,1008.0,"sqft","","",1993.0
15073657,"1895 Pacific Ave APT 506, San Francisco, CA",37794168,-122426243,False,1.0,1.0,1165.0,"sqft","","",1931.0
15077111,"1200 Gough St APT 22B, San Francisco, CA",37784820,-122423994,True,"",1.0,550.0,"sqft","","",1966.0
53734188,"2409 Scott St APT 2, San Francisco, CA",37792297,-122439897,False,1.0,1.0,1135.0,"sqft","","",1904.0
15103440,"1363 31st Ave, San Francisco, CA",37761810,-122490230,False,3.0,2.0,1822.0,"sqft",3000.0,"sqft",1940.0
67394607,"200 Townsend St UNIT 45, San Francisco, CA",37778904,-122393325,False,1.0,2.0,856.0,"sqft","","",2003.0
15101712,"1216 28th Ave, San Francisco, CA",37764647,-122486547,False,5.0,2.5,2666.0,"sqft",4791.0,"sqft",1924.0
15174292,"51 Peabody St, San Francisco, CA",37711481,-122406571,False,"",2.0,1525.0,"sqft",2639.0,"sqft",1940.0
15161660,"73 Carver St, San Francisco, CA",37742053,-122409855,False,3.0,2.0,1325.0,"sqft",1750.0,"sqft",1951.0
15104496,"1422 42nd Ave, San Francisco, CA",37760143,-122501274,False,3.0,1.0,1325.0,"sqft",2996.0,"sqft",1951.0
15143292,"1839 15th St APT 356, San Francisco, CA",37765474,-122424915,False,1.0,1.0,897.0,"sqft","","",1983.0
2114498518,"201 Sansome St UNIT 501, San Francisco, CA",37792255,-122401245,False,1.0,1.0,658.0,"sqft","","",1909.0
15157208,"1574 Shafter Ave, San Francisco, CA",37730968,-122390069,False,"",1.0,1422.0,"sqft",2495.0,"sqft",1921.0
15141526,"220 San Benito Way, San Francisco, CA",37732698,-122467210,False,4.0,2.5,1941.0,"sqft",3846.0,"sqft",1922.0
15063609,"819 Francisco St, San Francisco, CA",37803728,-122419055,False,2.0,3.5,2040.0,"sqft",3920.0,"sqft",1976.0
15160348,"249 Mullen Ave, San Francisco, CA",37746969,-122407362,False,2.0,2.0,1275.0,"sqft",1746.0,"sqft",1907.0
59700239,"1588 Waller St, San Francisco, CA",37768755,-122450275,False,2.0,1.0,1070.0,"sqft","","",1908.0
15121139,"2339 41st Ave, San Francisco, CA",37743033,-122499663,False,"",3.0,2250.0,"sqft",2996.0,"sqft",1967.0
19333808,"San Carlos St, Carmel, CA",37762245,-122420046,False,2.0,1.0,847.0,"sqft",4000.0,"sqft",1958.0
15077902,"601 Van Ness Ave APT 944, San Francisco, CA",37781386,-122421406,False,1.0,1.0,894.0,"sqft","","",1982.0
2100902229,"2299 Market St APT 502, San Francisco, CA",37764100,-122433000,False,1.0,1.0,700.0,"sqft","","",2013.0
15076450,"1483 Sutter St APT 1102, San Francisco, CA",37786750,-122424235,False,1.0,1.0,650.0,"sqft","","",1993.0
79846075,"1562 22nd St, San Francisco, CA",37757671,-122396586,False,3.0,2.0,2542.0,"sqft","","",2006.0
15199562,"404 Gold Mine Dr, San Francisco, CA",37739284,-122438555,False,4.0,3.0,2271.0,"sqft",2713.0,"sqft",1967.0
15157943,"15 Scotia Ave, San Francisco, CA",37734337,-122401708,False,3.0,2.0,1482.0,"sqft",2417.0,"sqft",1936.0
123596761,"643 Natoma St, San Francisco, CA",37777526,-122410789,False,2.0,1.0,830.0,"sqft","","",1910.0
15069276,"795 Sutter St # 303, San Francisco, CA",37788404,-122413260,False,3.0,2.0,1753.0,"sqft","","",1913.0
2099906560,"72 Townsend #502, San Francisco, CA",37781040,-122390100,False,2.0,2.0,1000.0,"sqft","","",""
63197592,"3021 20th St, San Francisco, CA",37758878,-122411147,False,1.0,2.0,1267.0,"sqft","","",1890.0
15153517,"19 Rebecca Ln, San Francisco, CA",37737383,-122382397,False,2.0,2.0,1210.0,"sqft",871.0,"sqft",1992.0
15090770,"2730-2732 Clement St, San Francisco, CA",37782092,-122488723,False,4.0,2.0,3040.0,"sqft",2538.0,"sqft",1924.0
80749447,"199 New Montgomery St UNIT 1201, San Francisco, CA",37786632,-122399101,False,2.0,2.0,971.0,"sqft","","",2004.0
15188382,"1145 Cayuga Ave, San Francisco, CA",37719885,-122441105,False,3.0,1.0,1590.0,"sqft",2178.0,"sqft",1941.0
64972695,"355 1st St UNIT 1702, San Francisco, CA",37787029,-122393600,False,2.0,2.0,1166.0,"sqft","","",2004.0
15159044,"2091 Bancroft Ave, San Francisco, CA",37730545,-122402057,False,4.0,3.0,2350.0,"sqft",2613.0,"sqft",1992.0
15139010,"2 Northwood Dr, San Francisco, CA",37729820,-122456873,False,3.0,2.0,1960.0,"sqft",5662.0,"sqft",1924.0
15150214,"2724 21st St, San Francisco, CA",37757795,-122409332,False,2.0,1.0,1250.0,"sqft",1698.0,"sqft",1900.0
61325028,"901 Post St # 2, San Francisco, CA",37787089,-122416761,False,3.0,2.0,1207.0,"sqft","","",2002.0
15180636,"1069 Capp St, San Francisco, CA",37749612,-122416789,True,"","",3140.0,"sqft",3737.0,"sqft",1900.0
15071199,"2374-2376 Greenwich St, San Francisco, CA",37798820,-122438743,False,4.0,5.0,4178.0,"sqft",2495.0,"sqft",1938.0
15095382,"559 21st Ave, San Francisco, CA",37777240,-122480556,False,2.0,1.0,1400.0,"sqft",3001.0,"sqft",1918.0
69819637,"260 King St UNIT 815, San Francisco, CA",37777641,-122393417,False,1.0,1.0,903.0,"sqft","","",2004.0
89239104,"301 Main St # IT5C, San Francisco, CA",37789333,-122391698,False,2.0,2.0,1752.0,"sqft","","",2008.0
89240348,"338 Spear St UNIT 39A, San Francisco, CA",37789533,-122390371,False,2.0,2.0,1300.0,"sqft","","",2009.0
15171058,"437 London St, San Francisco, CA",37722014,-122435432,False,2.0,1.0,900.0,"sqft",2495.0,"sqft",1925.0
15153995,"1480 Shafter Ave, San Francisco, CA",37729988,-122388333,False,2.0,1.0,952.0,"sqft",2613.0,"sqft",1926.0
15097709,"668 23rd Ave, San Francisco, CA",37775173,-122481902,False,"",1.0,1325.0,"sqft",2996.0,"sqft",1922.0
2100695464,"532 Lyon St, San Francisco, CA",37775802,-122442710,False,5.0,5.0,"","",3044.0,"sqft",1904.0
15137303,"22 Fernwood Dr, San Francisco, CA",37734117,-122461758,False,4.0,2.5,2090.0,"sqft",4103.0,"sqft",1931.0
15140890,"54 Marston Ave, San Francisco, CA",37727716,-122445802,False,5.0,5.0,2500.0,"sqft",2813.0,"sqft",1927.0
89239155,"1501 Greenwich St UNIT 403, San Francisco, CA",37800064,-122424682,False,2.0,2.0,1115.0,"sqft","","",2008.0
69819664,"260 King St UNIT 1205, San Francisco, CA",37777191,-122393394,False,2.0,2.0,1488.0,"sqft","","",2004.0
15069477,"631 Ofarrell St APT 816, San Francisco, CA",37785240,-122415125,True,"",1.0,480.0,"sqft","","",1930.0
89238407,"631 Folsom St APT 12B, San Francisco, CA",37784713,-122396873,False,2.0,2.0,1054.0,"sqft","","",2009.0
96048518,"16 Orizaba Ave, San Francisco, CA",37709894,-122462280,False,6.0,6.0,4136.0,"sqft",2613.0,"sqft",2010.0
15094244,"470 12th Ave, San Francisco, CA",37779375,-122470285,False,2.0,1.5,1630.0,"sqft","","",1931.0
15110595,"1727 34th Ave, San Francisco, CA",37754831,-122492968,False,3.0,2.0,1845.0,"sqft",3001.0,"sqft",1940.0
15196408,"2970 22nd Ave, San Francisco, CA",37733225,-122477613,False,5.0,4.0,2975.0,"sqft",4356.0,"sqft",1935.0
15107430,"1578 35th Ave, San Francisco, CA",37757673,-122493580,False,"",2.0,2301.0,"sqft",3267.0,"sqft",1932.0
64972712,"355 1st St UNIT S1905, San Francisco, CA",37787031,-122393642,False,1.0,1.0,691.0,"sqft","","",2004.0
2100791455,"130A Langton Street, San Francisco, CA",37776110,-122408270,False,2.0,1.5,1000.0,"sqft","","",1906.0
59779481,"2515 Lake St, San Francisco, CA",37785432,-122486556,False,3.0,3.0,2500.0,"sqft","","",1936.0
15096544,"783 La Playa St # 2, San Francisco, CA",37773690,-122510340,False,1.0,1.0,667.0,"sqft","","",1991.0
2131957929,"1821 Grant Ave, San Francisco, CA",37803760,-122408531,False,2.0,2.0,1048.0,"sqft","","",1975.0
2101588805,"82 Alvarado St, San Francisco, CA",37754504,-122422736,False,2.0,1.0,"","","","",""
15163177,"450 Prentiss St, San Francisco, CA",37737609,-122412376,False,2.0,1.0,1070.0,"sqft",1751.0,"sqft",1926.0
15065032,"101 Lombard St APT 116E, San Francisco, CA",37803470,-122404090,False,1.0,1.0,1000.0,"sqft","","",1983.0
15080826,"2780 Broadway St, San Francisco, CA",37793580,-122442803,False,5.0,6.0,6800.0,"sqft",3460.0,"sqft",1962.0
15075278,"2440 Bush St # C, San Francisco, CA",37786788,-122437531,False,3.0,2.5,1810.0,"sqft","","",1985.0
15160369,"123 Peralta Ave, San Francisco, CA",37747171,-122407400,False,2.0,1.0,800.0,"sqft",1750.0,"sqft",1908.0
15147990,"134 Langton St, San Francisco, CA",37775715,-122407900,False,2.0,1.5,1000.0,"sqft","","",1906.0
15152389,"1251-1253 Hampshire St, San Francisco, CA",37752069,-122406936,False,"",2.0,3020.0,"sqft",2500.0,"sqft",1925.0
15123561,"2555 28th Ave, San Francisco, CA",37739715,-122485461,False,4.0,2.0,1360.0,"sqft",3049.0,"sqft",1910.0
82785286,"181 Ofarrell St STE 514, San Francisco, CA",37786190,-122407630,False,1.0,1.5,1080.0,"sqft","","",2006.0
111934546,"301 Mission St APT 25B, San Francisco, CA",37790542,-122395919,False,1.0,1.0,668.0,"sqft","","",2009.0
15133056,"159 Glenview Dr, San Francisco, CA",37748824,-122447752,False,2.0,1.0,833.0,"sqft",3001.0,"sqft",1951.0
80744434,"950 Harrison St UNIT 101, San Francisco, CA",37778388,-122403190,False,3.0,2.0,1642.0,"sqft","","",2000.0
125115962,"1027 Clayton St # V, San Francisco, CA",37763458,-122447425,"","","","","",2247.0,"sqft",1900.0
123598014,"380 14th St APT 507, San Francisco, CA",37768220,-122421779,False,2.0,2.0,"","","","",2012.0
15172663,"50 Ankeny St, San Francisco, CA",37719098,-122404078,False,3.0,3.0,2264.0,"sqft",2614.0,"sqft",1976.0
15066344,"999 Green St APT 905, San Francisco, CA",37798451,-122415218,False,1.0,1.0,986.0,"sqft","","",1964.0
119685503,"829 Folsom St UNIT 412, San Francisco, CA",37781154,-122401649,False,"","",634.0,"sqft","","",2010.0
15145720,"956 S Van Ness Ave, San Francisco, CA",37757832,-122417139,False,4.0,4.0,3500.0,"sqft",4165.0,"sqft",1872.0
15150777,"540 Texas St, San Francisco, CA",37759462,-122395570,False,2.0,4.0,1700.0,"sqft",2700.0,"sqft",1926.0
15129565,"83 Seward St, San Francisco, CA",37758694,-122440807,False,3.0,2.0,2650.0,"sqft",2613.0,"sqft",1929.0
15076120,"2075 Sutter St APT 507, San Francisco, CA",37785647,-122434462,False,2.0,2.0,1084.0,"sqft","","",1992.0
15071070,"2701 Van Ness Ave APT 702, San Francisco, CA",37800573,-122424849,False,"",1.0,793.0,"sqft","","",1929.0
15100990,"4220 Irving St, San Francisco, CA",37762654,-122503312,False,3.0,2.0,1675.0,"sqft",2495.0,"sqft",1950.0
15165922,"95 Stoneyford Ave, San Francisco, CA",37729425,-122421110,False,3.0,2.0,1400.0,"sqft",2208.0,"sqft",1942.0
124852113,"501 Noriega St # V, San Francisco, CA",37754997,-122469024,"","","","","",3201.0,"sqft",1900.0
15082200,"333 Presidio Ave APT 4, San Francisco, CA",37788551,-122447336,False,1.0,1.0,770.0,"sqft","","",1907.0
15131186,"616 Panorama Dr, San Francisco, CA",37754174,-122451479,False,4.0,2.0,1931.0,"sqft",3998.0,"sqft",1957.0
15076699,"1 Daniel Burnham Ct APT 1202, San Francisco, CA",37786755,-122422500,False,1.0,1.0,772.0,"sqft","","",1988.0
15071012,"2701 Van Ness Ave APT 207, San Francisco, CA",37800573,-122424849,False,"",1.0,885.0,"sqft","","",1929.0
15165309,"676 Sweeny St, San Francisco, CA",37730425,-122416758,False,2.0,1.0,850.0,"sqft",2439.0,"sqft",1942.0
15124521,"27 Cutler Ave, San Francisco, CA",37736824,-122505856,False,4.0,3.0,1622.0,"sqft",2495.0,"sqft",1949.0
80742238,"2002 3rd St APT 213, San Francisco, CA",37763988,-122389167,False,2.0,2.0,1354.0,"sqft","","",2002.0
89239862,"901 Bush St APT 203, San Francisco, CA",37789520,-122412277,False,"","",429.0,"sqft","","",1909.0
64972890,"101 Crescent Way APT 2102, San Francisco, CA",37710918,-122389238,False,2.0,2.0,1063.0,"sqft","","",2001.0
15074306,"1950 Gough St APT 306, San Francisco, CA",37791558,-122425677,False,1.0,1.0,1000.0,"sqft","","",1926.0
80735046,"260 King St UNIT 703, San Francisco, CA",37777191,-122393394,False,2.0,2.0,1286.0,"sqft","","",2004.0
15071286,"3038 Pierce St, San Francisco, CA",37798140,-122438775,False,2.0,2.0,1150.0,"sqft","","",1906.0
15153753,"1311 Palou Ave, San Francisco, CA",37730765,-122385777,True,"","",2645.0,"sqft",4996.0,"sqft",1923.0
15085630,"650-652 Broderick St, San Francisco, CA",37776420,-122439479,False,8.0,2.0,3350.0,"sqft",2809.0,"sqft",1907.0
15198208,"447 Country Club Dr, San Francisco, CA",37730962,-122495345,False,3.0,1.75,1050.0,"sqft",3137.0,"sqft",1954.0
15149093,"548 Rhode Island St, San Francisco, CA",37762814,-122402695,False,2.0,1.0,1025.0,"sqft",2495.0,"sqft",1938.0
67394898,"8300 Oceanview Ter APT 306, San Francisco, CA",37710480,-122467645,False,1.0,1.0,745.0,"sqft","","",2002.0
2100643449,"2149 Lyon St APT 4, San Francisco, CA",37790535,-122446099,False,2.0,1.5,"","","","",1907.0
15159949,"256-258 Precita Ave, San Francisco, CA",37747136,-122414649,False,"",2.0,1700.0,"sqft",1873.0,"sqft",1910.0
15083161,"1825 Scott St, San Francisco, CA",37786681,-122438711,False,"",1.0,1100.0,"sqft",1694.0,"sqft",1900.0
15065727,"1360 Montgomery St APT 1, San Francisco, CA",37801802,-122404269,False,1.0,1.0,552.0,"sqft","","",1937.0
15094520,"3701 Geary Blvd # 304, San Francisco, CA",37780939,-122459167,False,2.0,2.0,1214.0,"sqft",8250.0,"sqft",1986.0
15138245,"154 Yerba Buena Ave, San Francisco, CA",37736032,-122462007,False,2.0,1.5,1700.0,"sqft",3963.0,"sqft",1922.0
15086718,"1260 Haight St APT 5, San Francisco, CA",37770785,-122443090,False,2.0,1.0,1082.0,"sqft",3438.0,"sqft",1928.0
15070728,"3315 Pierce St, San Francisco, CA",37800650,-122439786,False,3.0,3.5,2255.0,"sqft",2500.0,"sqft",1925.0
15113584,"1858 47th Ave, San Francisco, CA",37751825,-122506072,False,3.0,2.0,1135.0,"sqft",3000.0,"sqft",1958.0
15175282,"128-130 Cora St, San Francisco, CA",37711288,-122409324,False,2.0,2.0,832.0,"sqft",3646.0,"sqft",1917.0
15116598,"2007 46th Ave, San Francisco, CA",37749009,-122505371,False,3.0,2.0,1300.0,"sqft",1742.0,"sqft",1940.0
15186111,"106 Circular Ave, San Francisco, CA",37731109,-122438211,False,2.0,1.0,1064.0,"sqft",2178.0,"sqft",1941.0
15141807,"61 Pinehurst Way, San Francisco, CA",37727776,-122465400,False,5.0,3.0,2730.0,"sqft",3097.0,"sqft",1928.0
2100786271,"2149 Lyon St APT 1, San Francisco, CA",37790535,-122446099,False,2.0,1.0,"","","","",1907.0
89237920,"122 Maynard St, San Francisco, CA",37729094,-122427690,False,5.0,5.0,2700.0,"sqft",2750.0,"sqft",2009.0
80731709,"35 Lucerne St # C, San Francisco, CA",37773727,-122401537,False,"","",1446.0,"sqft","","",1997.0
15136326,"495 Los Palmos Dr, San Francisco, CA",37734290,-122452633,False,3.0,1.0,1300.0,"sqft",2774.0,"sqft",1947.0
119684869,"5900 3rd St UNIT 2219, San Francisco, CA",37725337,-122399307,False,2.0,2.0,1011.0,"sqft","","",2010.0
80742310,"400 Beale St APT 1407, San Francisco, CA",37786910,-122390925,False,2.0,2.0,1102.0,"sqft","","",2001.0
15140632,"154 Westwood Dr, San Francisco, CA",37728721,-122458881,False,3.0,2.0,1200.0,"sqft",4499.0,"sqft",1925.0
15143034,"66-70 Landers St, San Francisco, CA",37766736,-122428085,True,"","",3775.0,"sqft",3123.0,"sqft",1905.0
15066085,"1907 Leavenworth St APT 8, San Francisco, CA",37798645,-122417500,False,2.0,1.0,956.0,"sqft","","",1907.0
15102663,"1337-1339 8TH Ave, San Francisco, CA",37763311,-122465518,False,"",3.0,1800.0,"sqft",2996.0,"sqft",1912.0
15148222,"201 Harrison St APT 407, San Francisco, CA",37787585,-122390480,True,"",1.0,410.0,"sqft","","",1991.0
15138251,"1635 Plymouth Ave, San Francisco, CA",37731667,-122457878,False,4.0,3.0,2754.0,"sqft",5301.0,"sqft",1925.0
15106778,"1555 21st Ave, San Francisco, CA",37758688,-122479261,False,2.0,2.0,1204.0,"sqft",3049.0,"sqft",1926.0
2100831588,"164 Parker Ave # A, San Francisco, CA",37782512,-122454025,False,2.0,1.0,"","","","",""
15139810,"221 Flood Ave, San Francisco, CA",37729648,-122444867,False,9.0,6.0,5000.0,"sqft",2809.0,"sqft",1900.0
15134204,"80 Edgehill Way, San Francisco, CA",37742482,-122460233,False,4.0,4.0,3495.0,"sqft",5314.0,"sqft",1960.0
15117639,"2195 28th Ave, San Francisco, CA",37746487,-122485890,False,4.0,3.0,2260.0,"sqft",2375.0,"sqft",1939.0
121337574,"315 Arlington St, San Francisco, CA",37736404,-122427276,False,2.0,1.0,1147.0,"sqft","","",1910.0
15097178,"760 35th Ave, San Francisco, CA",37774688,-122494764,False,8.0,5.0,3905.0,"sqft",3598.0,"sqft",1965.0
15102698,"1310 10th Ave, San Francisco, CA",37763697,-122467077,False,3.0,3.0,1880.0,"sqft",2374.0,"sqft",1908.0
124891624,"2299 Market St APT 502, San Francisco, CA",37764138,-122433001,False,1.0,1.0,691.0,"sqft","","",2013.0
15088159,"1043-1045 Clayton St, San Francisco, CA",37763286,-122447391,False,"",4.0,5736.0,"sqft","","",1974.0
15132481,"48 Dellbrook Ave, San Francisco, CA",37749920,-122454366,False,2.0,1.0,1056.0,"sqft",4939.0,"sqft",1956.0
64969894,"140 S Van Ness Ave UNIT 1021, San Francisco, CA",37771585,-122418825,False,2.0,2.0,1160.0,"sqft","","",2002.0
35972022,"1101 Pacific Ave APT 302, San Francisco, CA",37795912,-122413603,False,2.0,2.0,1009.0,"sqft","","",2000.0
15134909,"450 Teresita Blvd, San Francisco, CA",37739963,-122448495,False,2.0,1.0,1464.0,"sqft",3920.0,"sqft",1939.0
15076978,"66 Cleary Ct APT 1408, San Francisco, CA",37784298,-122427058,False,2.0,2.0,1106.0,"sqft","","",1963.0
15170366,"558 Brussels St, San Francisco, CA",37725076,-122405063,False,"",2.0,1500.0,"sqft","","",1971.0
15139841,"179 Flood Ave, San Francisco, CA",37729648,-122443800,False,4.0,4.0,1900.0,"sqft",2809.0,"sqft",1924.0
15104164,"1440 La Playa St, San Francisco, CA",37759503,-122508756,False,3.0,2.0,1313.0,"sqft",2996.0,"sqft",1900.0
89240293,"338 Spear St UNIT 4C, San Francisco, CA",37789533,-122390371,False,1.0,1.0,799.0,"sqft","","",2009.0
15178486,"34 Pope St, San Francisco, CA",37714288,-122441638,False,4.0,3.0,2083.0,"sqft",3000.0,"sqft",1991.0
122063937,"724 Masonic Ave, San Francisco, CA",37774445,-122445869,False,2.0,1.0,1236.0,"sqft","","",1912.0
15185668,"130 Chilton Ave, San Francisco, CA",37733610,-122437073,False,2.0,1.0,728.0,"sqft",2500.0,"sqft",1925.0
15154657,"884 Ingerson Ave, San Francisco, CA",37718050,-122390617,False,5.0,3.0,1789.0,"sqft",2613.0,"sqft",1964.0
15066608,"455 Vallejo St APT 111, San Francisco, CA",37798796,-122404766,False,1.0,1.0,825.0,"sqft","","",1973.0
63197354,"765 Market St APT 31H, San Francisco, CA",37786220,-122404310,False,2.0,3.0,1434.0,"sqft","","",2001.0
63196600,"2032 Green St # B, San Francisco, CA",37796779,-122432659,False,"",1.0,950.0,"sqft","","",1900.0
15120436,"2375-2377 21ST Ave, San Francisco, CA",37743429,-122478198,True,"","",3250.0,"sqft",3049.0,"sqft",1939.0
15117892,"2178 22nd Ave, San Francisco, CA",37747074,-122478867,False,3.0,3.0,1518.0,"sqft",2996.0,"sqft",1928.0
15182629,"164-166 28TH St, San Francisco, CA",37745582,-122426143,False,"",3.0,1775.0,"sqft",2850.0,"sqft",1905.0
15068767,"767-771 Pine St, San Francisco, CA",37790971,-122408473,False,"",4.0,4605.0,"sqft",1376.0,"sqft",1909.0
15077572,"601 Van Ness Ave APT 48, San Francisco, CA",37781386,-122421406,False,2.0,2.0,1090.0,"sqft","","",1982.0
15094694,"539 5th Ave, San Francisco, CA",37778372,-122463348,False,"",1.0,925.0,"sqft",3000.0,"sqft",1907.0
15137743,"814 Detroit St, San Francisco, CA",37734098,-122444051,False,3.0,2.0,1510.0,"sqft",2613.0,"sqft",1941.0
83152921,"177 Townsend St UNIT 527, San Francisco, CA",37778980,-122391754,False,2.0,2.0,1019.0,"sqft","","",2007.0
15159831,"684 Precita Ave, San Francisco, CA",37747997,-122407987,False,4.0,3.0,2459.0,"sqft",2495.0,"sqft",1913.0
48188598,"2333 Jones St, San Francisco, CA",37802846,-122416772,False,"","",1494.0,"sqft","","",1927.0
15081160,"2820 Jackson St, San Francisco, CA",37791799,-122441680,False,5.0,3.5,3212.0,"sqft",3000.0,"sqft",1900.0
15200088,"2212 Castro St, San Francisco, CA",37743817,-122433688,False,4.0,4.0,4017.0,"sqft",2622.0,"sqft",2007.0
15145355,"429 Liberty St, San Francisco, CA",37756871,-122430875,False,2.0,2.0,1990.0,"sqft",3049.0,"sqft",1907.0
15194192,"169 Whipple Ave, San Francisco, CA",37711724,-122449278,False,3.0,1.0,1200.0,"sqft",2495.0,"sqft",1928.0
15188390,"1119 Cayuga Ave, San Francisco, CA",37720370,-122440519,False,"",1.0,1188.0,"sqft",2448.0,"sqft",1939.0
15078815,"545-547 Oak St, San Francisco, CA",37774030,-122428306,False,5.0,3.0,2610.0,"sqft",3297.0,"sqft",1900.0
15155000,"1 Jennings Ct, San Francisco, CA",37717794,-122397510,False,3.0,2.0,1310.0,"sqft","","",1995.0
15198984,"5 Red Rock Way # 75, San Francisco, CA",37745980,-122442612,False,3.0,2.0,1310.0,"sqft","","",1964.0
80751734,"300 Beale St APT 504, San Francisco, CA",37788139,-122392578,False,1.0,1.0,754.0,"sqft","","",1937.0
89238700,"1521 Sutter St APT 304, San Francisco, CA",37786731,-122425918,False,2.0,2.0,1098.0,"sqft","","",2008.0
15147213,"1059 Noe St, San Francisco, CA",37752026,-122431666,False,3.0,2.5,2545.0,"sqft",2269.0,"sqft",1912.0
15183908,"1759-1761 Dolores St, San Francisco, CA",37741487,-122423862,True,"","",1820.0,"sqft",1306.0,"sqft",1910.0
2101807538,"2619 Sacramento St, San Francisco, CA",37789371,-122436058,True,"","","","",2038.0,"sqft",1900.0
15151012,"961 San Bruno Ave, San Francisco, CA",37757433,-122404508,False,2.0,2.0,1297.0,"sqft",1920.0,"sqft",1927.0
15107765,"1587 43rd Ave, San Francisco, CA",37757107,-122502756,False,3.0,4.0,2165.0,"sqft",2374.0,"sqft",1936.0
15097633,"623 23rd Ave, San Francisco, CA",37775847,-122482595,False,2.0,1.0,1085.0,"sqft",2770.0,"sqft",1920.0
15095966,"699 36th Ave APT 408, San Francisco, CA",37775999,-122496550,False,3.0,3.0,1639.0,"sqft",1742.0,"sqft",1997.0
15114643,"1962 23rd Ave, San Francisco, CA",37751021,-122480217,False,"",1.0,1500.0,"sqft",2996.0,"sqft",1940.0
15102704,"1351 10th Ave, San Francisco, CA",37763010,-122467642,False,2.0,1.0,1152.0,"sqft",2996.0,"sqft",1940.0
54854510,"164A Parker Ave, San Francisco, CA",37782514,-122454028,False,2.0,1.0,1152.0,"sqft","","",1917.0
80738064,"761 Tehama St APT 1, San Francisco, CA",37775009,-122411787,False,2.0,2.0,1401.0,"sqft","","",2001.0
15139677,"107 Foerster St, San Francisco, CA",37729273,-122449109,False,4.0,2.0,1453.0,"sqft",2250.0,"sqft",1922.0
64972578,"333 1st St PH 2103, San Francisco, CA",37787029,-122393638,False,1.0,1.0,713.0,"sqft","","",2004.0
15156203,"1448 Oakdale Ave, San Francisco, CA",37733196,-122387320,False,3.0,2.0,2066.0,"sqft",2500.0,"sqft",1910.0
15197823,"195 Clearfield Dr, San Francisco, CA",37729773,-122491161,False,3.0,2.5,1890.0,"sqft",3135.0,"sqft",1957.0
82785630,"753 Baker St, San Francisco, CA",37778031,-122442157,False,2.0,1.0,1444.0,"sqft","","",1900.0
15093965,"2920 Anza St, San Francisco, CA",37778636,-122479699,False,4.0,2.0,2102.0,"sqft",2666.0,"sqft",1920.0
15162350,"204 Anderson St, San Francisco, CA",37740230,-122415369,False,2.0,2.0,1140.0,"sqft",1746.0,"sqft",1928.0
15187172,"255 Corona St, San Francisco, CA",37726278,-122467069,False,3.0,3.0,3027.0,"sqft",8276.0,"sqft",1922.0
2106229715,"2595 38th Ave, San Francisco, CA",37738600,-122496000,False,3.0,3.0,2414.0,"sqft",1306.0,"sqft",1943.0
15085696,"532-534 Lyon St, San Francisco, CA",37775802,-122442710,False,"",2.0,2696.0,"sqft",3044.0,"sqft",1904.0
15074647,"2619-2621 Sacramento St, San Francisco, CA",37789373,-122436057,False,7.0,5.0,2930.0,"sqft",2038.0,"sqft",1900.0
119685619,"23 Rodgers St, San Francisco, CA",37775309,-122409205,False,1.0,1.0,538.0,"sqft","","",1908.0
