"ID","DateOfSale","SalePrice","SalePriceUnit"
59700133,"12/17/15",1.57,"$M"
69819637,"2/8/16",800000.0,"$"
15116499,"11/30/15",1.0,"$M"
15111963,"12/10/15",1.58,"$M"
122063937,"11/13/15",1.28,"$M"
15136476,"12/23/15",1.36,"$M"
15156770,"12/17/15",220000.0,"$"
53734200,"12/10/15",1.51,"$M"
15200247,"11/10/15",2.35,"$M"
69819284,"11/18/15",1.95,"$M"
15157943,"11/16/15",868000.0,"$"
15095541,"12/31/15",2.27,"$M"
15096544,"12/14/15",535000.0,"$"
15092065,"1/21/16",1.04,"$M"
15106778,"12/17/15",1.1,"$M"
15164191,"11/17/15",1.05,"$M"
15102704,"11/13/15",1.67,"$M"
15136211,"11/18/15",1.23,"$M"
15199299,"1/7/16",530000.0,"$"
64972342,"11/20/15",1.08,"$M"
82785630,"11/20/15",1.2,"$M"
89238065,"11/20/15",1.05,"$M"
2114498518,"1/26/16",757500.0,"$"
116157304,"12/17/15",1.81,"$M"
15183723,"11/10/15",2.26,"$M"
15077111,"1/29/16",650000.0,"$"
80742310,"12/31/15",1.05,"$M"
55004355,"12/10/15",1.18,"$M"
125156575,"12/30/15",1.8,"$M"
89236856,"12/18/15",1.27,"$M"
15111695,"12/10/15",1.26,"$M"
63197318,"11/18/15",1.42,"$M"
121336978,"11/19/15",1.67,"$M"
15079585,"12/22/15",1.12,"$M"
15130492,"12/16/15",647500.0,"$"
15154015,"12/17/15",755000.0,"$"
2099928615,"12/7/15",1.75,"$M"
15071577,"12/2/15",3.0,"$M"
15147285,"12/18/15",1.88,"$M"
2100831587,"12/3/15",1.21,"$M"
2131957929,"12/15/15",835000.0,"$"
15200513,"12/15/15",1.08,"$M"
15120641,"11/13/15",1.19,"$M"
15164106,"11/12/15",1.32,"$M"
15159837,"12/1/15",970000.0,"$"
35972022,"12/29/15",1.0,"$M"
15125969,"12/15/15",1.18,"$M"
15070255,"12/23/15",3.02,"$M"
15081736,"12/2/15",3.8,"$M"
15067302,"11/13/15",1.95,"$M"
15107765,"12/29/15",994000.0,"$"
15192647,"12/23/15",756000.0,"$"
15096806,"11/10/15",1.23,"$M"
15186139,"12/16/15",1.28,"$M"
2100902229,"12/3/15",915000.0,"$"
15187023,"11/23/15",1.7,"$M"
15169434,"12/9/15",520000.0,"$"
15068551,"12/15/15",900000.0,"$"
15191017,"11/13/15",890000.0,"$"
15081160,"12/14/15",4.0,"$M"
15088769,"11/25/15",11.6,"$M"
15137303,"11/30/15",1.75,"$M"
15110595,"11/23/15",1.33,"$M"
15067890,"12/4/15",1.41,"$M"
15129888,"11/12/15",1.95,"$M"
63197193,"12/30/15",875000.0,"$"
15072153,"11/24/15",2.3,"$M"
2102906272,"12/14/15",5800.0,"$"
111930969,"11/18/15",1.23,"$M"
119685045,"12/11/15",1.65,"$M"
15071012,"11/30/15",885000.0,"$"
119685425,"11/12/15",615000.0,"$"
2101147349,"11/26/15",785000.0,"$"
15196651,"12/31/15",1.17,"$M"
15178123,"12/16/15",950000.0,"$"
15159949,"11/30/15",850000.0,"$"
15178217,"12/15/15",600000.0,"$"
15074158,"12/16/15",665000.0,"$"
15149654,"12/11/15",1.32,"$M"
15146224,"12/18/15",2.5,"$M"
115828679,"12/16/15",1.43,"$M"
15135411,"11/20/15",1.3,"$M"
15155000,"1/14/16",740000.0,"$"
79843553,"2/4/16",1.35,"$M"
15113076,"12/22/15",1.23,"$M"
15199286,"12/30/15",670000.0,"$"
15180636,"11/25/15",1.68,"$M"
15157208,"12/18/15",400000.0,"$"
15151294,"11/17/15",562500.0,"$"
111926288,"11/13/15",1.53,"$M"
15132921,"12/3/15",2.15,"$M"
111934546,"12/2/15",1.05,"$M"
58883369,"11/24/15",1.24,"$M"
15108913,"1/4/16",1.43,"$M"
94976253,"12/30/15",112500.0,"$"
15131525,"11/10/15",3.15,"$M"
15066608,"12/16/15",875000.0,"$"
69817957,"12/22/15",769000.0,"$"
15150777,"12/17/15",2.16,"$M"
15136326,"12/10/15",1.1,"$M"
15104379,"11/20/15",892000.0,"$"
15154997,"11/18/15",575000.0,"$"
15089097,"12/23/15",4.3,"$M"
15174728,"12/18/15",242500.0,"$"
59700333,"12/11/15",1.08,"$M"
63153965,"12/1/15",995000.0,"$"
15197823,"12/1/15",675000.0,"$"
15195039,"12/24/15",906667.0,"$"
15107784,"11/13/15",1.28,"$M"
2100830039,"2/9/16",1.29,"$M"
124891624,"12/4/15",915000.0,"$"
123597223,"11/24/15",1.1,"$M"
15165652,"12/22/15",467000.0,"$"
80747397,"12/10/15",1.19,"$M"
15112556,"1/14/16",1.0,"$M"
15148755,"11/20/15",905000.0,"$"
64969822,"12/4/15",895000.0,"$"
15182023,"12/23/15",2.6,"$M"
15134804,"11/20/15",1.12,"$M"
15101927,"1/4/16",1.85,"$M"
89239104,"12/4/15",2.3,"$M"
89238591,"12/2/15",840000.0,"$"
59700180,"12/11/15",1.86,"$M"
15190654,"11/24/15",780000.0,"$"
15194725,"11/20/15",720000.0,"$"
15161805,"11/17/15",1.1,"$M"
15127373,"12/18/15",1.52,"$M"
15195221,"12/30/15",750000.0,"$"
15066344,"12/10/15",1.28,"$M"
15097178,"12/1/15",1.81,"$M"
15148103,"12/9/15",303000.0,"$"
123598014,"12/10/15",949500.0,"$"
15181449,"11/30/15",1.73,"$M"
15100149,"11/20/15",1.05,"$M"
15136743,"12/15/15",2.7,"$M"
61288341,"12/4/15",1.18,"$M"
15104164,"12/18/15",1.3,"$M"
15159016,"12/17/15",197000.0,"$"
89236680,"2/2/16",850000.0,"$"
59700193,"12/10/15",1.21,"$M"
15124603,"1/5/16",1.16,"$M"
15191699,"12/7/15",750000.0,"$"
64969930,"11/12/15",1.2,"$M"
15163205,"12/2/15",1.8,"$M"
15087641,"12/15/15",2.55,"$M"
15138251,"11/17/15",1.8,"$M"
89238087,"11/20/15",481000.0,"$"
15162638,"11/24/15",975000.0,"$"
15182773,"11/18/15",4.35,"$M"
15189028,"1/11/16",720000.0,"$"
15103440,"11/10/15",1.13,"$M"
15090770,"12/4/15",1.2,"$M"
15150214,"12/3/15",550000.0,"$"
15199947,"11/23/15",2.38,"$M"
15159894,"12/8/15",1.32,"$M"
61325365,"12/1/15",890000.0,"$"
15093645,"12/18/15",1.47,"$M"
89237930,"12/8/15",972000.0,"$"
119684777,"12/17/15",1.95,"$M"
15065032,"12/7/15",800000.0,"$"
15125578,"12/3/15",1.5,"$M"
15079164,"12/15/15",1.9,"$M"
15107430,"12/4/15",675000.0,"$"
2101588805,"11/19/15",750000.0,"$"
67394898,"11/20/15",510000.0,"$"
15182288,"12/23/15",2.25,"$M"
80746381,"12/28/15",1.2,"$M"
72547405,"1/19/16",260000.0,"$"
15178486,"11/30/15",920000.0,"$"
2099906047,"1/23/16",1.23,"$M"
15173647,"12/8/15",600000.0,"$"
124865970,"11/16/15",24.9,"$M"
15137489,"12/17/15",2.51,"$M"
15076450,"11/19/15",690000.0,"$"
61325240,"12/2/15",1.23,"$M"
15076711,"12/11/15",975000.0,"$"
15124521,"1/28/16",1.32,"$M"
2121978635,"12/6/15",675000.0,"$"
15093047,"1/12/16",665000.0,"$"
124862135,"11/24/15",684500.0,"$"
15167958,"12/8/15",647500.0,"$"
2099751356,"2/5/16",655500.0,"$"
15158905,"1/3/16",660000.0,"$"
15181209,"11/24/15",3.1,"$M"
71713698,"12/4/15",1.2,"$M"
15157054,"12/31/15",640000.0,"$"
15121139,"12/16/15",1.2,"$M"
69820025,"12/18/15",890000.0,"$"
89237493,"12/31/15",1.01,"$M"
15143913,"11/30/15",397000.0,"$"
15135298,"1/6/16",1.6,"$M"
59700239,"12/18/15",888000.0,"$"
15093237,"12/24/15",740000.0,"$"
2099976986,"1/21/16",2.19,"$M"
15132690,"11/17/15",1.19,"$M"
15102829,"1/4/16",1.66,"$M"
15185004,"11/20/15",1.15,"$M"
15140244,"11/20/15",975000.0,"$"
15117892,"12/18/15",1.44,"$M"
80731986,"11/20/15",800000.0,"$"
15078419,"12/4/15",810000.0,"$"
67394883,"11/17/15",1.15,"$M"
15199271,"12/9/15",605000.0,"$"
119685789,"11/30/15",1.44,"$M"
79841177,"12/4/15",1.09,"$M"
15150465,"11/25/15",1.75,"$M"
15130317,"12/22/15",2.4,"$M"
15197869,"12/29/15",1.4,"$M"
15096484,"12/16/15",912000.0,"$"
15186967,"12/16/15",1.42,"$M"
125090873,"12/17/15",1.18,"$M"
15093965,"12/23/15",310000.0,"$"
15141526,"11/23/15",1.59,"$M"
15145732,"11/13/15",4.1,"$M"
15127442,"1/22/16",2.4,"$M"
15085726,"1/21/16",822000.0,"$"
61288364,"11/25/15",1.0,"$M"
72554809,"1/8/16",230000.0,"$"
15066839,"12/1/15",300000.0,"$"
15191721,"1/22/16",775000.0,"$"
15200453,"11/18/15",1.22,"$M"
15128931,"11/12/15",16500.0,"$"
119685188,"11/12/15",950000.0,"$"
15159044,"11/19/15",860000.0,"$"
64972332,"11/30/15",400000.0,"$"
15143800,"12/8/15",1.18,"$M"
15067583,"12/18/15",775000.0,"$"
15103550,"12/18/15",1.24,"$M"
15074306,"12/21/15",1.15,"$M"
15066001,"11/18/15",2.9,"$M"
15158058,"12/4/15",750000.0,"$"
15131740,"12/4/15",2.1,"$M"
111932542,"12/1/15",1.23,"$M"
15192957,"1/11/16",800000.0,"$"
15137936,"11/18/15",1.42,"$M"
80750153,"12/3/15",801000.0,"$"
15067604,"12/2/15",705000.0,"$"
15185668,"11/23/15",1.06,"$M"
15070235,"12/7/15",3.33,"$M"
15163943,"12/3/15",950000.0,"$"
80731709,"12/18/15",969000.0,"$"
15168004,"12/21/15",950000.0,"$"
2100682649,"12/1/15",450000.0,"$"
15180820,"12/14/15",1.05,"$M"
122246414,"12/24/15",1.55,"$M"
15156278,"12/17/15",680000.0,"$"
15146704,"11/25/15",1.8,"$M"
15076120,"12/4/15",1.31,"$M"
15177121,"12/4/15",795000.0,"$"
15156497,"1/12/16",935000.0,"$"
15195679,"12/11/15",486000.0,"$"
15152257,"12/21/15",1.21,"$M"
15194972,"12/9/15",720000.0,"$"
15199198,"11/25/15",599000.0,"$"
64969751,"11/13/15",1.35,"$M"
15124522,"12/4/15",1.67,"$M"
15107419,"11/19/15",1.62,"$M"
15134585,"12/1/15",920000.0,"$"
117672217,"12/2/15",1.05,"$M"
15167131,"11/20/15",975000.0,"$"
15134204,"11/20/15",2.38,"$M"
15173965,"11/13/15",810000.0,"$"
82785514,"11/13/15",2.1,"$M"
15134945,"12/18/15",1.75,"$M"
15064536,"12/4/15",2.83,"$M"
15147378,"12/31/15",550000.0,"$"
15090783,"11/25/15",1.5,"$M"
15077929,"12/4/15",825000.0,"$"
89240177,"11/24/15",1.15,"$M"
15160348,"12/18/15",1.02,"$M"
15165309,"12/18/15",720000.0,"$"
67394949,"12/10/15",1.08,"$M"
15108159,"12/30/15",750000.0,"$"
15184555,"12/24/15",1.9,"$M"
15181090,"12/14/15",1.5,"$M"
15147987,"12/14/15",750000.0,"$"
124397844,"12/14/15",1.32,"$M"
21698704,"2/2/16",1.48,"$M"
15162879,"12/30/15",2.08,"$M"
15120712,"12/11/15",981500.0,"$"
119685556,"12/23/15",585000.0,"$"
15158253,"12/21/15",700000.0,"$"
122063856,"12/23/15",3.19,"$M"
15141568,"12/10/15",1.95,"$M"
15121430,"12/31/15",1.1,"$M"
15127170,"12/11/15",1.86,"$M"
15100665,"1/20/16",750000.0,"$"
15128696,"12/22/15",1.24,"$M"
15147213,"12/23/15",2.5,"$M"
15166004,"12/31/15",700000.0,"$"
67394276,"11/24/15",699000.0,"$"
15184744,"12/4/15",1.13,"$M"
2101028916,"12/17/15",2.45,"$M"
15087483,"12/24/15",725000.0,"$"
15091950,"11/18/15",1.75,"$M"
2100791455,"12/13/15",750000.0,"$"
89237766,"12/1/15",1.16,"$M"
15197693,"12/22/15",1.36,"$M"
61325457,"12/11/15",700000.0,"$"
119685503,"11/30/15",750000.0,"$"
69819708,"12/15/15",731000.0,"$"
15076156,"11/12/15",5.53,"$M"
119685619,"12/21/15",625000.0,"$"
15113584,"12/21/15",895000.0,"$"
15068874,"12/24/15",650000.0,"$"
