"ID","Address","Latitude","Longitude","DateOfSale","SalePrice","IsAStudio","Beds","Baths","Size","LotSize","BuiltInYear"
15103435,"1343 31st Ave, San Francisco, CA",37.762152,-122.490254,"12/18/15",1.25,0.0,3.0,2.0,1886.0,3000.0,1934.0
15103440,"1363 31st Ave, San Francisco, CA",37.76181,-122.49023,"11/10/15",1.13,0.0,3.0,2.0,1822.0,3000.0,1940.0
15103467,"1300-1302 32ND Ave, San Francisco, CA",37.762778,-122.490867,"11/11/15",1.13,0.0,"","",1680.0,2375.0,1944.0
15103472,"3015-3017 Irving St, San Francisco, CA",37.762731,-122.490325,"12/2/15",1.04,0.0,"",2.0,2300.0,2495.0,1948.0
15103550,"1394-1396 34TH Ave, San Francisco, CA",37.761142,-122.492858,"12/18/15",1.24,0.0,"",2.0,2024.0,1437.0,1946.0
15103602,"1394-1396 35TH Ave, San Francisco, CA",37.761121,-122.49396,"12/8/15",1.08,0.0,"",2.0,1700.0,1738.0,1944.0
15104164,"1440 La Playa St, San Francisco, CA",37.759503,-122.508756,"12/18/15",1.3,0.0,3.0,2.0,1313.0,2996.0,1900.0
15104379,"1466 44th Ave, San Francisco, CA",37.759294,-122.50337,"11/20/15",0.892,0.0,2.0,1.0,1130.0,3049.0,1926.0
15104496,"1422 42nd Ave, San Francisco, CA",37.760143,-122.501274,"11/20/15",1.22,0.0,3.0,1.0,1325.0,2996.0,1951.0
15104676,"1475 37th Ave, San Francisco, CA",37.759458,-122.496532,"12/7/15",1.14,0.0,2.0,1.5,1713.0,3049.0,1937.0
15104925,"1459 31st Ave, San Francisco, CA",37.760017,-122.490103,"11/18/15",1.29,0.0,4.0,2.0,2281.0,3001.0,1937.0
15105121,"2338 Kirkham St, San Francisco, CA",37.759673,-122.486164,"11/25/15",0.8999999999999999,0.0,2.0,2.5,1305.0,2613.0,1946.0
15105664,"1444 17th Ave # 101, San Francisco, CA",37.760979,-122.474469,"2/8/16",1.6,0.0,3.0,3.0,1902.0,"",1996.0
15106658,"1527 18th Ave, San Francisco, CA",37.759314,-122.476084,"12/4/15",1.48,0.0,4.0,3.5,2125.0,2996.0,1930.0
15106778,"1555 21st Ave, San Francisco, CA",37.758688,-122.479261,"12/17/15",1.1,0.0,2.0,2.0,1204.0,3049.0,1926.0
15107313,"1551 32nd Ave, San Francisco, CA",37.758242,-122.491054,"12/15/15",0.3125,0.0,2.0,1.0,1300.0,2996.0,1937.0
15107396,"1518 34th Ave, San Francisco, CA",37.758722,-122.49258,"12/9/15",1.35,0.0,3.0,3.0,1375.0,3049.0,1935.0
15107419,"1573 34th Ave, San Francisco, CA",37.757766,-122.493171,"11/19/15",1.62,0.0,3.0,2.0,2400.0,3300.0,1933.0
15107430,"1578 35th Ave, San Francisco, CA",37.757673,-122.49358,"12/4/15",0.6749999999999999,0.0,"",2.0,2301.0,3267.0,1932.0
15107765,"1587 43rd Ave, San Francisco, CA",37.757107,-122.502756,"12/29/15",0.994,0.0,3.0,4.0,2165.0,2374.0,1936.0
15107784,"1534 44th Ave, San Francisco, CA",37.757978,-122.503277,"11/13/15",1.28,0.0,3.0,3.0,1325.0,3000.0,1936.0
15107837,"1526 45th Ave, San Francisco, CA",37.75806,-122.504358,"12/14/15",0.9249999999999999,0.0,2.0,2.0,1350.0,3000.0,1916.0
15108109,"4116-4118 Moraga St, San Francisco, CA",37.755014,-122.507015,"12/30/15",0.6549999999999999,0.0,4.0,"",1460.0,3049.0,1910.0
15108159,"4036 Moraga St, San Francisco, CA",37.755048,-122.506217,"12/30/15",0.75,0.0,2.0,1.0,850.0,2495.0,1941.0
15108650,"1618 38th Ave, San Francisco, CA",37.756672,-122.496738,"12/3/15",1.2,0.0,3.0,1.0,1775.0,3001.0,1941.0
15108727,"1667 34th Ave, San Francisco, CA",37.75601,-122.493047,"12/24/15",1.05,0.0,2.0,1.0,1350.0,3049.0,1940.0
15108819,"2601 Lawton St, San Francisco, CA",37.757201,-122.490916,"12/18/15",1.25,0.0,3.0,1.0,1450.0,2178.0,1942.0
15108913,"1626 32nd Ave, San Francisco, CA",37.756819,-122.490297,"1/4/16",1.43,0.0,4.0,3.0,2100.0,3001.0,1935.0
15109011,"1630 30th Ave, San Francisco, CA",37.756845,-122.488146,"12/30/15",1.01,0.0,"",1.0,1300.0,2996.0,1945.0
15109410,"1622 21st Ave, San Francisco, CA",37.757408,-122.478512,"12/22/15",0.851,0.0,2.0,1.0,1275.0,3049.0,1936.0
15110595,"1727 34th Ave, San Francisco, CA",37.754831,-122.492968,"11/23/15",1.33,0.0,3.0,2.0,1845.0,3001.0,1940.0
15110823,"1727 29th Ave, San Francisco, CA",37.755068,-122.487595,"12/23/15",1.88,0.0,4.0,3.5,2580.0,3001.0,1939.0
15111172,"1750 23rd Ave, San Francisco, CA",37.754969,-122.480493,"12/15/15",1.16,0.0,3.0,3.0,2028.0,3000.0,1949.0
15111486,"1700 14th Ave, San Francisco, CA",37.756259,-122.470752,"12/18/15",0.76,0.0,3.0,3.0,1756.0,2078.0,1978.0
15111533,"1732-1734 Funston Ave, San Francisco, CA",37.755857,-122.469707,"12/2/15",1.65,0.0,"",2.0,2524.0,2996.0,1954.0
15111559,"1755 11th Ave, San Francisco, CA",37.755442,-122.468189,"12/2/15",1.0,0.0,2.0,1.5,1250.0,3000.0,1924.0
15111575,"1706 12th Ave, San Francisco, CA",37.75624,-122.468725,"12/16/15",1.5,0.0,4.0,2.0,1861.0,2021.0,1938.0
15111695,"124 Noriega St, San Francisco, CA",37.754991,-122.465119,"12/10/15",1.26,0.0,3.0,2.0,1484.0,2500.0,1941.0
15111963,"870 Pacheco St, San Francisco, CA",37.754014,-122.469527,"12/10/15",1.58,0.0,3.0,4.0,1983.0,3798.0,1940.0
15112556,"1819 26th Ave, San Francisco, CA",37.75348,-122.484273,"1/14/16",1.0,0.0,2.0,1.0,1175.0,2996.0,1939.0
15112775,"1863 30th Ave, San Francisco, CA",37.752537,-122.488501,"12/8/15",0.076,0.0,2.0,1.0,1319.0,2996.0,1939.0
15112892,"1863 32nd Ave, San Francisco, CA",37.752439,-122.490647,"12/2/15",1.1,0.0,2.0,2.0,1150.0,3049.0,1941.0
15113076,"2845 Noriega St, San Francisco, CA",37.75325,-122.494457,"12/22/15",1.23,0.0,3.0,2.5,2180.0,2931.0,1947.0
15113584,"1858 47th Ave, San Francisco, CA",37.751825,-122.506072,"12/21/15",0.8949999999999999,0.0,3.0,2.0,1135.0,3000.0,1958.0
15114102,"1922 42nd Ave, San Francisco, CA",37.750815,-122.500625,"12/10/15",2.88,0.0,2.0,1.0,1076.0,3000.0,1952.0
15114562,"1937 23rd Ave, San Francisco, CA",37.751431,-122.480904,"12/23/15",1.4,0.0,3.0,3.0,1900.0,3001.0,1941.0
15114643,"1962 23rd Ave, San Francisco, CA",37.751021,-122.480217,"12/22/15",0.7999999999999999,0.0,"",1.0,1500.0,2996.0,1940.0
15115459,"2076 14th Ave, San Francisco, CA",37.749428,-122.470497,"12/17/15",1.28,0.0,2.0,1.0,1374.0,3484.0,1941.0
15116499,"2047 44th Ave, San Francisco, CA",37.748414,-122.503266,"11/30/15",1.0,0.0,2.0,1.0,1214.0,2996.0,1946.0
15116598,"2007 46th Ave, San Francisco, CA",37.749009,-122.505371,"12/22/15",0.9049999999999999,0.0,3.0,2.0,1300.0,1742.0,1940.0
15117639,"2195 28th Ave, San Francisco, CA",37.746487,-122.48589,"12/23/15",1.35,0.0,4.0,3.0,2260.0,2375.0,1939.0
15117892,"2178 22nd Ave, San Francisco, CA",37.747074,-122.478867,"12/18/15",1.44,0.0,3.0,3.0,1518.0,2996.0,1928.0
15118458,"2279 47th Ave, San Francisco, CA",37.743999,-122.506182,"11/20/15",1.03,0.0,4.0,3.0,2570.0,2996.0,1900.0
15118633,"2287 43rd Ave, San Francisco, CA",37.744054,-122.50182,"12/23/15",0.968,0.0,3.0,2.0,1331.0,2060.0,1941.0
15118743,"2294 42nd Ave, San Francisco, CA",37.743988,-122.500211,"12/15/15",1.06,0.0,3.0,2.0,1650.0,2060.0,1946.0
15119410,"2223 27th Ave, San Francisco, CA",37.745903,-122.48482,"12/1/15",1.6,0.0,3.0,2.0,2378.0,3001.0,1940.0
15119582,"2283 24th Ave, San Francisco, CA",37.745018,-122.48149,"12/24/15",1.62,0.0,5.0,4.0,2415.0,2374.0,1931.0
15120387,"2339 20th Ave, San Francisco, CA",37.744092,-122.47717,"12/9/15",1.1,0.0,3.0,2.0,1425.0,3000.0,1924.0
15120436,"2375-2377 21ST Ave, San Francisco, CA",37.743429,-122.478198,"11/16/15",1.41,1.0,"","",3250.0,3049.0,1939.0
15120641,"2340 29th Ave, San Francisco, CA",37.74366,-122.486153,"11/13/15",1.19,0.0,4.0,2.0,1805.0,3484.0,1927.0
15120712,"2343 30th Ave, San Francisco, CA",37.743553,-122.487877,"12/11/15",0.9814999999999999,0.0,2.0,1.0,1340.0,3049.0,1938.0
15121139,"2339 41st Ave, San Francisco, CA",37.743033,-122.499663,"12/16/15",1.2,0.0,"",3.0,2250.0,2996.0,1967.0
15121430,"2394-2396 48TH Ave, San Francisco, CA",37.741834,-122.506557,"12/31/15",1.1,0.0,"",2.0,2300.0,1438.0,1949.0
15121661,"2471 43rd Ave, San Francisco, CA",37.740591,-122.501641,"11/30/15",0.9049999999999999,0.0,2.0,1.0,1275.0,3000.0,1940.0
15122750,"2466 18th Ave, San Francisco, CA",37.74187,-122.474209,"11/25/15",1.02,0.0,2.0,1.0,1150.0,2996.0,1923.0
15123111,"2563 16th Ave, San Francisco, CA",37.740144,-122.472598,"12/30/15",1.5,0.0,3.0,2.0,1625.0,3049.0,1927.0
15123561,"2555 28th Ave, San Francisco, CA",37.739715,-122.485461,"12/22/15",1.01,0.0,4.0,2.0,1360.0,3049.0,1910.0
15123597,"2745 Ulloa St, San Francisco, CA",37.740517,-122.485872,"11/30/15",1.18,0.0,4.0,2.5,1303.0,2195.0,1974.0
15123671,"2579 30th Ave, San Francisco, CA",37.739209,-122.487574,"12/1/15",0.65,0.0,"",2.0,1475.0,3000.0,1955.0
15124103,"2514 40th Ave, San Francisco, CA",37.739858,-122.497704,"11/20/15",1.02,0.0,3.0,2.0,1490.0,3049.0,1945.0
15124281,"2559 44th Ave, San Francisco, CA",37.738891,-122.502597,"12/18/15",0.625,0.0,2.0,1.0,1214.0,3000.0,1945.0
15124521,"27 Cutler Ave, San Francisco, CA",37.736824,-122.505856,"1/28/16",1.32,0.0,4.0,3.0,1622.0,2495.0,1949.0
15124522,"2646-2648 Great Hwy, San Francisco, CA",37.737392,-122.506065,"12/4/15",1.67,0.0,4.0,2.0,2550.0,2674.0,1948.0
15124563,"2670 47th Ave, San Francisco, CA",37.736702,-122.505008,"1/15/16",1.07,0.0,4.0,3.0,1546.0,3049.0,1944.0
15124603,"2627 45th Ave, San Francisco, CA",37.737526,-122.503577,"1/5/16",1.16,0.0,3.0,2.0,1400.0,2996.0,1937.0
15124706,"2647 43rd Ave, San Francisco, CA",37.737279,-122.501408,"12/7/15",1.05,0.0,3.0,2.0,1232.0,2996.0,1948.0
15125268,"2623 22nd Ave, San Francisco, CA",37.738682,-122.47894,"11/10/15",1.19,0.0,2.0,1.0,1000.0,"",1938.0
15125578,"2651 15th Ave, San Francisco, CA",37.738534,-122.471369,"12/3/15",1.5,0.0,2.0,2.0,2057.0,3188.0,1948.0
15125727,"496 Crestlake Dr, San Francisco, CA",37.735772,-122.48995,"12/30/15",1.6,0.0,4.0,4.0,3085.0,7426.0,1931.0
15125969,"2771 38th Ave, San Francisco, CA",37.735233,-122.495898,"12/15/15",1.18,0.0,3.0,2.0,1655.0,3001.0,1948.0
15125990,"2754 39th Ave, San Francisco, CA",37.73549,-122.496329,"12/9/15",0.985,0.0,3.0,2.0,1350.0,3000.0,1948.0
15126467,"130 Vale Ave, San Francisco, CA",37.734905,-122.483854,"12/15/15",1.11,0.0,3.0,1.5,1272.0,4199.0,1939.0
15126767,"355 Buena Vista Ave E UNIT 506, San Francisco, CA",37.767292,-122.439918,"11/13/15",0.9149999999999999,0.0,1.0,1.0,815.0,"",1986.0
15127090,"262 Castro St, San Francisco, CA",37.764602,-122.435716,"11/20/15",1.7,0.0,2.0,2.0,848.0,3358.0,1906.0
15127170,"1554 Masonic Ave, San Francisco, CA",37.765936,-122.443759,"12/11/15",1.86,0.0,3.0,2.0,1540.0,3123.0,1910.0
15127261,"38 Levant St, San Francisco, CA",37.764521,-122.442597,"12/11/15",1.59,0.0,2.0,1.5,1090.0,3123.0,1938.0
15127373,"4 Ord Ct, San Francisco, CA",37.763598,-122.439848,"12/18/15",1.52,0.0,2.0,2.0,1170.0,1232.0,1900.0
15127442,"300 Castro St, San Francisco, CA",37.763918,-122.435614,"1/22/16",2.4,0.0,4.0,3.0,2451.0,4691.0,1900.0
15128468,"3092 Market St, San Francisco, CA",37.761083,-122.443454,"12/10/15",1.88,0.0,3.0,3.0,2115.0,1742.0,2003.0
15128696,"49 Christopher Dr, San Francisco, CA",37.756492,-122.456012,"12/22/15",1.24,0.0,3.0,2.0,1402.0,3088.0,1961.0
15128931,"39 Warren Dr, San Francisco, CA",37.754501,-122.456405,"11/12/15",0.0165,0.0,3.0,3.0,1265.0,3301.0,1959.0
15129033,"547 Oak Park Dr, San Francisco, CA",37.75613,-122.460657,"12/30/15",1.67,0.0,2.0,2.0,1245.0,3624.0,1962.0
15129224,"152 Eureka St, San Francisco, CA",37.759797,-122.438496,"11/20/15",2.4,0.0,4.0,2.0,2280.0,3049.0,1932.0
15129565,"83 Seward St, San Francisco, CA",37.758694,-122.440807,"12/23/15",2.1,0.0,3.0,2.0,2650.0,2613.0,1929.0
15129685,"53 Clarendon Ave, San Francisco, CA",37.758639,-122.449963,"1/24/16",3.14,0.0,4.0,3.0,3016.0,4656.0,1920.0
15129888,"3358-3360 Market St, San Francisco, CA",37.757699,-122.443641,"11/12/15",1.95,0.0,"",3.0,3025.0,5488.0,1906.0
15130317,"350 Eureka St, San Francisco, CA",37.756462,-122.438189,"12/22/15",2.4,0.0,4.0,2.0,1720.0,3250.0,1910.0
15130377,"4142 21st St, San Francisco, CA",37.756134,-122.437506,"12/16/15",1.05,0.0,3.0,3.0,2682.0,2438.0,1908.0
15130492,"4354 21st St, San Francisco, CA",37.755507,-122.439791,"12/16/15",0.6475,0.0,3.0,2.0,1553.0,2478.0,1925.0
15130589,"264 Grand View Ave, San Francisco, CA",37.754001,-122.441489,"1/21/16",1.19,0.0,1.0,1.0,590.0,2613.0,1907.0
15130980,"4217 22nd St, San Francisco, CA",37.754011,-122.43917,"12/1/15",1.8,0.0,2.0,2.0,1913.0,1742.0,1908.0
15131186,"616 Panorama Dr, San Francisco, CA",37.754174,-122.451479,"12/9/15",1.3,0.0,4.0,2.0,1931.0,3998.0,1957.0
15131253,"333 Dellbrook Ave, San Francisco, CA",37.752037,-122.452846,"11/19/15",1.15,0.0,2.0,1.0,1054.0,4412.0,1957.0
15131271,"681 Panorama Dr, San Francisco, CA",37.753465,-122.452131,"11/23/15",1.2,0.0,3.0,2.0,1237.0,3049.0,1957.0
15131525,"688-690 Douglass St, San Francisco, CA",37.752805,-122.438922,"11/10/15",3.15,0.0,5.0,4.0,3500.0,2495.0,1908.0
15131740,"4365 23rd St, San Francisco, CA",37.752297,-122.440046,"12/4/15",2.1,0.0,3.0,2.0,1567.0,2835.0,1939.0
15131782,"401 Grand View Ave APT 3, San Francisco, CA",37.752157,-122.442356,"11/18/15",1.03,0.0,2.0,2.0,937.0,"",1983.0
15131869,"1950 8th Ave, San Francisco, CA",37.751815,-122.463924,"12/1/15",2.77,0.0,4.0,4.0,3673.0,7775.0,1925.0
15131992,"6 Longview Ct, San Francisco, CA",37.748307,-122.449855,"12/22/15",0.955,0.0,2.0,1.0,939.0,2613.0,1958.0
15132481,"48 Dellbrook Ave, San Francisco, CA",37.74992,-122.454366,"11/16/15",0.85,0.0,2.0,1.0,1056.0,4939.0,1956.0
15132690,"256 Glenview Dr, San Francisco, CA",37.748056,-122.445877,"11/17/15",1.19,0.0,3.0,2.0,1213.0,3249.0,1958.0
15132921,"2270 9th Ave, San Francisco, CA",37.747082,-122.466367,"12/3/15",2.15,0.0,4.0,3.5,3548.0,5699.0,1935.0
15133056,"159 Glenview Dr, San Francisco, CA",37.748824,-122.447752,"12/30/15",0.76,0.0,2.0,1.0,833.0,3001.0,1951.0
15133303,"584 Dewey Blvd, San Francisco, CA",37.744232,-122.463546,"12/24/15",0.184,0.0,3.0,2.25,2282.0,3833.0,1923.0
15133321,"365 Magellan Ave, San Francisco, CA",37.744952,-122.46311,"12/1/15",2.35,0.0,5.0,3.5,3094.0,3920.0,1926.0
15133509,"120 Oshaughnessy Blvd, San Francisco, CA",37.743896,-122.450674,"11/30/15",0.99,0.0,3.0,1.0,1300.0,2639.0,1952.0
15133540,"15 Teresita Blvd APT 14, San Francisco, CA",37.745036,-122.45174,"12/2/15",0.691,0.0,2.0,2.0,886.0,"",1990.0
15133658,"120 Ulloa St, San Francisco, CA",37.744348,-122.455305,"2/12/16",1.7,0.0,2.0,2.5,2063.0,3101.0,1937.0
15133668,"815 Laguna Honda Blvd, San Francisco, CA",37.743955,-122.456084,"12/9/15",1.25,0.0,2.0,1.5,1791.0,3345.0,1935.0
15133807,"644 Laguna Honda Blvd, San Francisco, CA",37.74514,-122.457306,"11/25/15",1.57,0.0,"",2.5,1945.0,3685.0,1927.0
15134099,"521 Magellan Ave, San Francisco, CA",37.744034,-122.466614,"11/20/15",1.51,0.0,2.0,1.0,1216.0,3920.0,1920.0
15134204,"80 Edgehill Way, San Francisco, CA",37.742482,-122.460233,"11/20/15",2.38,0.0,4.0,4.0,3495.0,5314.0,1960.0
15134371,"331 Teresita Blvd, San Francisco, CA",37.741738,-122.449895,"11/25/15",2.23,0.0,2.0,1.0,1645.0,3750.0,1931.0
15134464,"634 Rockdale Dr, San Francisco, CA",37.740939,-122.45012,"11/20/15",1.01,0.0,"",1.0,1150.0,3310.0,1930.0
15134585,"132 Marietta Dr, San Francisco, CA",37.740617,-122.448119,"12/1/15",0.9199999999999999,0.0,2.0,1.0,750.0,2613.0,1943.0
15134804,"571 Myra Way, San Francisco, CA",37.738625,-122.450835,"11/20/15",1.12,0.0,3.0,1.5,1460.0,2169.0,1949.0
15134909,"450 Teresita Blvd, San Francisco, CA",37.739963,-122.448495,"12/4/15",1.09,0.0,2.0,1.0,1464.0,3920.0,1939.0
15134945,"27 Gaviota Way, San Francisco, CA",37.739232,-122.44758,"12/18/15",1.75,0.0,3.0,3.0,2155.0,2526.0,1942.0
15135197,"280 Dalewood Way, San Francisco, CA",37.738566,-122.458678,"11/30/15",1.27,0.0,3.0,2.5,1941.0,3297.0,1966.0
15135298,"251 Kensington Way, San Francisco, CA",37.742605,-122.461714,"1/6/16",1.6,0.0,3.0,1.25,2000.0,3070.0,1936.0
15135411,"52 Marne Ave, San Francisco, CA",37.739544,-122.459379,"11/20/15",1.3,0.0,4.0,2.5,1648.0,3484.0,1926.0
15135625,"15 Santa Clara Ave, San Francisco, CA",37.739074,-122.465767,"12/16/15",2.0,0.0,5.0,2.0,2515.0,2922.0,1921.0
15136211,"656 Teresita Blvd, San Francisco, CA",37.736383,-122.446101,"11/18/15",1.23,0.0,3.0,2.0,1218.0,2191.0,1940.0
15136326,"495 Los Palmos Dr, San Francisco, CA",37.73429,-122.452633,"12/10/15",1.1,0.0,3.0,1.0,1300.0,2774.0,1947.0
15136476,"646 Los Palmos Dr, San Francisco, CA",37.735214,-122.456586,"12/23/15",1.36,0.0,5.0,3.0,2956.0,3027.0,1979.0
15136743,"16 Miraloma Dr, San Francisco, CA",37.739831,-122.460533,"12/15/15",2.7,0.0,6.0,4.0,4883.0,10454.0,1928.0
15137033,"71 Los Palmos Dr, San Francisco, CA",37.734774,-122.447415,"12/16/15",1.08,0.0,3.0,1.5,1278.0,2178.0,1955.0
15137133,"82 Malta Dr, San Francisco, CA",37.736196,-122.444114,"12/30/15",1.7,0.0,"",1.0,1881.0,"",1976.0
15137303,"22 Fernwood Dr, San Francisco, CA",37.734117,-122.461758,"11/30/15",1.75,0.0,4.0,2.5,2090.0,4103.0,1931.0
15137378,"287 Brentwood Ave, San Francisco, CA",37.732494,-122.460211,"12/11/15",2.72,0.0,4.0,4.5,4544.0,6098.0,1927.0
15137489,"1100 Monterey Blvd, San Francisco, CA",37.730397,-122.460959,"12/17/15",2.51,0.0,4.0,3.5,2562.0,4700.0,1930.0
15137743,"814 Detroit St, San Francisco, CA",37.734098,-122.444051,"12/2/15",1.31,0.0,3.0,2.0,1510.0,2613.0,1941.0
15137757,"147 Stillings Ave, San Francisco, CA",37.734342,-122.443147,"11/18/15",1.3,0.0,3.0,2.0,1700.0,2500.0,1942.0
15137860,"430 Mangels Ave, San Francisco, CA",37.733308,-122.447346,"12/29/15",1.1,0.0,2.0,1.0,1200.0,2500.0,1931.0
15137936,"618 Mangels Ave, San Francisco, CA",37.73329,-122.45166,"11/18/15",1.42,0.0,3.0,3.0,1600.0,3746.0,1912.0
15138245,"154 Yerba Buena Ave, San Francisco, CA",37.736032,-122.462007,"11/10/15",2.05,0.0,2.0,1.5,1700.0,3963.0,1922.0
15138251,"1635 Plymouth Ave, San Francisco, CA",37.731667,-122.457878,"11/17/15",1.8,0.0,4.0,3.0,2754.0,5301.0,1925.0
15138329,"842 Monterey Blvd, San Francisco, CA",37.731787,-122.454448,"12/7/15",0.9349999999999999,0.0,4.0,1.5,1368.0,5998.0,1925.0
15138442,"587 Mangels Ave, San Francisco, CA",37.73286,-122.450922,"2/2/16",1.01,0.0,3.0,2.0,1190.0,1742.0,1936.0
15138591,"231 Mangels Ave, San Francisco, CA",37.732878,-122.442869,"11/10/15",1.4,0.0,3.0,2.0,1354.0,2613.0,1957.0
15139010,"2 Northwood Dr, San Francisco, CA",37.72982,-122.456873,"12/23/15",1.8,0.0,3.0,2.0,1960.0,5662.0,1924.0
15139435,"322 Flood Ave, San Francisco, CA",37.730137,-122.44715,"12/24/15",0.85,0.0,2.0,1.5,827.0,2613.0,1924.0
15139677,"107 Foerster St, San Francisco, CA",37.729273,-122.449109,"12/8/15",0.39649999999999996,0.0,4.0,2.0,1453.0,2250.0,1922.0
15139810,"221 Flood Ave, San Francisco, CA",37.729648,-122.444867,"12/18/15",1.41,0.0,9.0,6.0,5000.0,2809.0,1900.0
15139841,"179 Flood Ave, San Francisco, CA",37.729648,-122.4438,"12/29/15",1.54,0.0,4.0,4.0,1900.0,2809.0,1924.0
15140158,"390 Capistrano Ave, San Francisco, CA",37.725816,-122.438926,"12/22/15",1.25,0.0,4.0,4.0,2314.0,3049.0,1924.0
15140244,"1874 San Jose Ave, San Francisco, CA",37.727313,-122.441507,"11/20/15",0.975,0.0,3.0,2.0,1771.0,2178.0,1937.0
15140288,"28 Raleigh Ave, San Francisco, CA",37.727461,-122.442447,"11/30/15",0.8999999999999999,0.0,2.0,1.0,1000.0,2613.0,1926.0
15140632,"154 Westwood Dr, San Francisco, CA",37.728721,-122.458881,"12/11/15",1.11,0.0,3.0,2.0,1200.0,4499.0,1925.0
15140802,"528 Miramar Ave, San Francisco, CA",37.726323,-122.457891,"12/17/15",0.9179999999999999,0.0,2.0,1.0,1328.0,3798.0,1919.0
15140890,"54 Marston Ave, San Francisco, CA",37.727716,-122.445802,"1/3/16",1.65,0.0,5.0,5.0,2500.0,2813.0,1927.0
15141355,"367 Delano Ave, San Francisco, CA",37.723475,-122.442739,"11/24/15",1.15,0.0,3.0,2.0,1696.0,2339.0,1926.0
15141477,"135 Darien Way, San Francisco, CA",37.73199,-122.469888,"1/14/16",1.6,0.0,5.0,4.0,2956.0,3484.0,1927.0
15141495,"280 San Leandro Way, San Francisco, CA",37.73207,-122.469002,"11/13/15",1.23,0.0,"",1.0,1524.0,3998.0,1923.0
15141526,"220 San Benito Way, San Francisco, CA",37.732698,-122.46721,"11/23/15",1.59,0.0,4.0,2.5,1941.0,3846.0,1922.0
15141568,"306 Santa Ana Ave, San Francisco, CA",37.73159,-122.468143,"12/10/15",1.95,0.0,4.0,3.0,2663.0,4499.0,1925.0
15141807,"61 Pinehurst Way, San Francisco, CA",37.727776,-122.4654,"11/10/15",1.45,0.0,5.0,3.0,2730.0,3097.0,1928.0
15142024,"59 Manor Dr, San Francisco, CA",37.727581,-122.464761,"1/12/16",1.25,0.0,3.0,1.5,1575.0,3009.0,1930.0
15142776,"35-37 Sanchez St, San Francisco, CA",37.768628,-122.43093,"12/17/15",1.3,0.0,2.0,3.0,2580.0,3125.0,1900.0
15142782,"30 Belcher St, San Francisco, CA",37.76879,-122.430511,"11/20/15",2.9,0.0,3.0,2.0,1410.0,"",1900.0
15142858,"46 Sanchez St, San Francisco, CA",37.76849,-122.431645,"12/23/15",1.7,0.0,3.0,2.0,1515.0,"",1906.0
15143034,"66-70 Landers St, San Francisco, CA",37.766736,-122.428085,"12/28/15",1.65,1.0,"","",3775.0,3123.0,1905.0
15143292,"1839 15th St APT 356, San Francisco, CA",37.765474,-122.424915,"11/13/15",0.853,0.0,1.0,1.0,897.0,"",1983.0
15143562,"348 Church St APT 104, San Francisco, CA",37.76537,-122.429115,"12/24/15",1.32,0.0,2.0,2.0,1197.0,"",1995.0
15143661,"2253-2255 15TH St, San Francisco, CA",37.765546,-122.434375,"11/19/15",2.3,0.0,"",2.0,2088.0,4312.0,1905.0
15143800,"30 Abbey St, San Francisco, CA",37.763451,-122.427635,"12/8/15",1.18,0.0,3.0,2.0,1115.0,"",1900.0
15143887,"3065-3069 16TH St, San Francisco, CA",37.764699,-122.420993,"12/31/15",2.1,0.0,"",4.0,5325.0,2896.0,1909.0
15143913,"550 S Van Ness Ave APT 102, San Francisco, CA",37.764353,-122.417854,"11/30/15",0.39699999999999996,0.0,1.0,1.0,718.0,"",1992.0
15143976,"648-652 S Van Ness Ave, San Francisco, CA",37.762704,-122.417605,"12/10/15",1.49,0.0,2.0,1.0,4275.0,3062.0,1911.0
15144087,"29 Dorland St, San Francisco, CA",37.762093,-122.424584,"12/10/15",4.8,0.0,4.0,3.5,3455.0,2613.0,1907.0
15144135,"3657-3661 17TH St, San Francisco, CA",37.762719,-122.427562,"11/30/15",1.38,0.0,"",4.0,5720.0,2495.0,1907.0
15144348,"4024-4026 18TH St, San Francisco, CA",37.761209,-122.433429,"11/24/15",1.6,0.0,2.0,"",2148.0,2500.0,1900.0
15144522,"155 Hancock St APT 1, San Francisco, CA",37.760034,-122.43177,"12/11/15",0.957,0.0,1.0,1.0,712.0,"",1979.0
15144527,"155 Hancock St APT 6, San Francisco, CA",37.760035,-122.431771,"12/11/15",0.957,0.0,1.0,1.0,712.0,"",1979.0
15144738,"3452-3456 19TH St, San Francisco, CA",37.760364,-122.420463,"12/14/15",0.09509999999999999,0.0,"",3.0,3081.0,2125.0,1907.0
15145020,"3928 20th St, San Francisco, CA",37.758289,-122.428794,"12/16/15",4.8,0.0,4.0,4.0,3500.0,2848.0,1913.0
15145308,"4121-4123 20TH St, San Francisco, CA",37.757539,-122.43307,"11/25/15",2.07,0.0,4.0,2.0,2100.0,2848.0,1900.0
15145355,"429 Liberty St, San Francisco, CA",37.756871,-122.430875,"11/17/15",2.65,0.0,2.0,2.0,1990.0,3049.0,1907.0
15145720,"956 S Van Ness Ave, San Francisco, CA",37.757832,-122.417139,"11/23/15",2.67,0.0,4.0,4.0,3500.0,4165.0,1872.0
15145732,"507 Capp St, San Francisco, CA",37.758302,-122.417615,"11/13/15",4.1,0.0,4.0,2.5,2262.0,4800.0,1900.0
15146014,"62-64 Fair Oaks St, San Francisco, CA",37.755706,-122.424652,"12/18/15",1.02,0.0,"",2.0,1816.0,2583.0,1900.0
